"Backend Name","Backend Rate","V6 Function Name"
OHA2021WCV,alp,measure.OHA_2021_WCV
HEDISMY2021ABXket,alp.clm.nec,"measure.HEDIS_MY2021_ABXket"
AMPMY2020CISVZV,alp.cln,measure.AMPMY2020CISVZV
HEDISHPC2020SAA,Default,measure.HEDISHPC2020SAA
HEDISMY2021URI,alp.cln.nec.age[0-17],measure.HEDIS_MY2021_URI
HEDISMY2021LBP,ine.inv,measure.HEDIS_MY2021_LBP
"AZMedicaidChildhoodImmRot",Default,"measure.AZMedicaidChildhoodImmRot"
HEDISCERTMY2020PCE2,Default,"measure.HEDISCERTMY2020PCE2"
HEDISMY2020COUB,alp.clm.nec,measure.HEDIS_MY2020_COU
HEDISMY2020FUH30,alp.cln.enc.age[18-64],measure.HEDIS_MY2020_FUH
"HEDISHPNEMY2020IETAOT13to17",Default,"measure.HEDISHPNEMY2020IETAOT13to17"
AMPMY2020PDC1,alp.cln.enc,measure.AMPMY2020PDC1
HEDISMY2021ABXmiso,alp.nec,"measure.HEDIS_MY2021_ABXmiso"
HEDISHPC2020PNDFollowUp,Default,"measure.HEDISHPC2020PNDFollowUp"
CMSCORE2021OUD1,alp,"measure.CMS_CORE_2021_OUD"
HEDISMY2021COUA,alp.clm.age[18-64],measure.HEDIS_MY2021_COU
HEDISMY2020CRE4,age[18-64],measure.HEDIS_MY2020_CRE
HEDISMY2020CISINFL,alp.cln.enc,measure.HEDIS_MY2020_CIS
HEDISCERTMY2020PCE1,Default,"measure.HEDISCERTMY2020PCE1"
HEDISMY2021FUI30,ine,measure.HEDIS_MY2021_FUI
HEDISMY2021AMR,alp.age[5-11],measure.HEDIS_MY2021_AMR
"HEDISHPC2020ChildPrimaryCare12to19",Default,"measure.HEDISHPC2020ChildPrimaryCare12to19"
HEDISMY2020FSPCABG,alp.cln,measure.HEDIS_MY2020_FSP
"HEDISHPNE2019AntibioticAvoidBronchitis",Default,"measure.HEDISHPNE2019AntibioticAvoidBronchitis"
HEDISMY2020PSA,alp.nec,measure.HEDIS_MY2020_PSA
HEDISMY2021KED,ine,measure.HEDIS_MY2021_KED
HEDISCERTMY2020CISVZV,Default,"measure.HEDISCERTMY2020CISVZV"
HEDISMY2020URI,alp,measure.HEDIS_MY2020_URI
HEDISMY2020DSFB,alp.age[18-64],"measure.HEDIS_MY2020_DSFE"
HEDISCERTMY2020CWP65Plus,Default,"measure.HEDISCERTMY2020CWP65Plus"
HEDISHPMY2020LSC,Default,measure.HEDISHPMY2020LSC
HEDISMY2021WCCB,alp.cln.age[12-17],measure.HEDIS_MY2021_WCC
HEDISPMMY2020CISVZV,Default,"measure.HEDISPMMY2020CISVZV"
"HEDISHPC2018MedManageAsthma50Percent5to64",Default,"measure.HEDISHPC2018MedManageAsthma50Percent5to64"
HEDISMY2020PND1B,alp.cln,measure.HEDIS_MY2020_PND
"NQF0024NutritionAges311Clinical",Default,"measure.NQF0024NutritionAges311Clinical"
HEDISMY2020PCR,alp.cln.nec.age[18-64],measure.HEDIS_MY2020_PCR
OHA2021WCV,alp.clm.age[3-6],measure.OHA_2021_WCV
HEDISMY2021ABXabsorb,Default,"measure.HEDIS_MY2021_ABXabsorb"
HEDISMY2020FSPTHR,alp.nec,measure.HEDIS_MY2020_FSP
HEDISMY2021AISZOS,alp.clm.nec,"measure.HEDIS_MY2021_AISE"
HEDISMY2021FSPCC,alp.clm.nec,measure.HEDIS_MY2021_FSP
HEDISCERTMY2020SMD,Default,"measure.HEDISCERTMY2020SMD"
HEDISMY2020SAA,alp.cln.enc,measure.HEDIS_MY2020_SAA
HEDISMY2021URI,inv.age[18-64],measure.HEDIS_MY2021_URI
"CMS155v9ChildWeightAssessBMI12to17Clinical",Default,"measure.CMS155v9ChildWeightAssessBMI12to17Clinical"
HEDISMY2020PPC2,alp.cln.enc.age[0-64],measure.HEDIS_MY2020_PPC
HEDISPMHPMY2020COA4,Default,"measure.HEDISPMHPMY2020COA4"
HEDISHPNEMY2020SMD,Default,"measure.HEDISHPNEMY2020SMD"
HEDISMY2021IPUT,ine,measure.HEDIS_MY2021_IPU
HEDISPMNIMY2020AAP65Plus,Default,"measure.HEDISPMNIMY2020AAP65Plus"
HEDISHPNEMY2020PDS1,Default,"measure.HEDISHPNEMY2020PDS1"
HEDISPMHP2020ADV11to14,Default,"measure.HEDISPMHP2020ADV11to14"
HEDISMY2020TRCEB,alp.clm.nec,measure.HEDIS_MY2020_TRC
HEDISMY2021DSFB,alp.cln.nec.age[12-17],"measure.HEDIS_MY2021_DSFE"
HEDISMY2020AHUT,alp.cln.nec,measure.HEDIS_MY2020_AHU
HEDISMY2021FSPPCI,ine,measure.HEDIS_MY2021_FSP
HEDISMY2020AMBER,alp.clm.nec,measure.HEDIS_MY2020_AMB
HEDISMY2021COUA,alp.clm.age[65-200],measure.HEDIS_MY2021_COU
HEDISMY2020APM2,alp.clm,measure.HEDIS_MY2020_APM
"Hedis2017ColorectalCancerScreeningNoInteraction",Default,"measure.Hedis2017ColorectalCancerScreeningNoInteraction"
HEDISMY2020URIA,alp.cln.enc.age[65-200],measure.HEDIS_MY2020_URI
CMSCORE2021OUD2,Default,"measure.CMS_CORE_2021_OUD"
"HEDIS2017DmardForArthritis",Default,"measure.HEDIS2017DmardForArthritis"
"AZMedicaidChildhoodImmHBV",Default,"measure.AZMedicaidChildhoodImmHBV"
HEDISPMMY2020IMACMB2,Default,"measure.HEDISPMMY2020IMACMB2"
HEDISPM2020ADV15to18,Default,"measure.HEDISPM2020ADV15to18"
"OHA2021TobaccoIntervention",alp.clm,measure.OHA_2021_CSP
ACODiabetesLDLControl,Default,"measure.ACODiabetesLDLControl"
HEDISMY2021PRSCMBB,Default,"measure.HEDIS_MY2021_PRSE"
HEDISMY2021ABXceph2,alp.cln.nec,"measure.HEDIS_MY2021_ABXceph2"
HEDISMY2020PPC1B,alp.clm,measure.HEDIS_MY2020_PPC
HEDISMY2021FSPHYV,ine,measure.HEDIS_MY2021_FSP
HEDISMY2021LBP,alp.inv.nec,measure.HEDIS_MY2021_LBP
HEDISMY2021AISPNEU,ine.age[65-200],"measure.HEDIS_MY2021_AISE"
HEDISMY2021AAP,alp.cln,measure.HEDIS_MY2021_AAP
HEDISMY2021AMBOV,alp.cln,measure.HEDIS_MY2021_AMB
HEDISMY2021PND1,alp,"measure.HEDIS_MY2021_PNDE"
"Hedis2017PharyngitisTestingClaims",Default,"measure.Hedis2017PharyngitisTestingClaims"
HEDISMY2021ABXamino,alp.clm,"measure.HEDIS_MY2021_ABXamino"
HEDISHPCNEMY2020DRRA,Default,"measure.HEDISHPCNEMY2020DRRA"
HEDISMY2020PPC2B,Default,measure.HEDIS_MY2020_PPC
HEDISMY2020IETBT,alp.cln.enc.age[18-200],measure.HEDIS_MY2020_IET
"HEDISHPCNEMY2020DSFA65plus",Default,"measure.HEDISHPCNEMY2020DSFA65plus"
"HEDISHPNE2019AODEngagementOther",Default,"measure.HEDISHPNE2019AODEngagementOther"
"AZMedicaidMedUtilizationLA0to18",Default,"measure.AZMedicaidMedUtilizationLA0to18"
"HEDISPMNI2020DRRResponse45to64",Default,"measure.HEDISPMNI2020DRRResponse45to64"
"HEDIS2017OlderAdultsMedReview",Default,"measure.HEDIS2017OlderAdultsMedReview"
HEDISMY2020CRE2,alp.cln.nec.age[18-64],measure.HEDIS_MY2020_CRE
HEDISMY2021FSPTHR,alp.clm,measure.HEDIS_MY2021_FSP
HEDISMY2020ABXceph2,Default,measure.HEDIS_MY2020_ABX
HEDISMY2021MPTIOP,alp.clm,measure.HEDIS_MY2021_MPT
HEDISMY2021PRSTDB,Default,"measure.HEDIS_MY2021_PRSE"
ACO2019MH1Age18,Default,measure.ACO2019MH1Age18
"HEDISPMHP2018AdultAccessToHealthServices20to44",Default,"measure.HEDISPMHP2018AdultAccessToHealthServices20to44"
HEDISMY2021AAB,"alp.clm.inv.nec.age[0-17]",measure.HEDIS_MY2021_AAB
"HEDISHPC2018MentalIllnessFollowUp7Day",Default,"measure.HEDISHPC2018MentalIllnessFollowUp7Day"
HEDISMY2020CBP,Default,measure.HEDIS_MY2020_CBP
HEDISMY2021WCCC,alp.cln.enc,measure.HEDIS_MY2021_WCC
HEDISMY2021CWP,age[18-64],measure.HEDIS_MY2021_CWP
HEDISMY2020IADIOPOP,alp,measure.HEDIS_MY2020_IAD
"HEDISHPNE2019PsychosocialCare1to5",Default,"measure.HEDISHPNE2019PsychosocialCare1to5"
HEDISMY2020AAB,alp.clm.inv,measure.HEDIS_MY2020_AAB
HEDISMY2021KED,alp.nec.age[75-85],measure.HEDIS_MY2021_KED
"HEDISHPNE2018WellChild15Months4Visits",Default,"measure.HEDISHPNE2018WellChild15Months4Visits"
"HEDISPM2018ChildhoodImmC2",Default,"measure.HEDISPM2018ChildhoodImmC2"
HEDISMY2020ADD1,alp.cln.enc,measure.HEDIS_MY2020_ADD
CMSCORE2021CCPMME3,alp.nec,"measure.CMS_CORE_2021_CCP"
"HEDISHPCNE2018ChlamydiaScreening21to24",Default,"measure.HEDISHPCNE2018ChlamydiaScreening21to24"
"HEDISHP2019WeightAssessChildAdol",Default,"measure.HEDISHP2019WeightAssessChildAdol"
"HEDISPMHP2020DRRFollowUp12to17",Default,"measure.HEDISPMHP2020DRRFollowUp12to17"
"HEDISHPNE2020DSFScreening45to64",Default,"measure.HEDISHPNE2020DSFScreening45to64"
HEDISMY2020IETAOT,alp.cln.age[13-17],measure.HEDIS_MY2020_IET
"HEDISPMNI2019AdultAccessToHealthServices20to44",Default,"measure.HEDISPMNI2019AdultAccessToHealthServices20to44"
HEDISMY2021LSC,alp.cln.nec,measure.HEDIS_MY2021_LSC
"HEDISHPNE2019DiabetesStatinAdherence",Default,"measure.HEDISHPNE2019DiabetesStatinAdherence"
HEDISMY2021IADTELOP,ine,measure.HEDIS_MY2021_IAD
OHA2022PreventiveOral,alp.clm,"measure.OHA_2022_PREVENTIVEDENTAL"
HEDISHPMY2020WCCA12to17,Default,"measure.HEDISHPMY2020WCCA12to17"
HEDISMY2020IMATD,alp.nec,measure.HEDIS_MY2020_IMA
"CCO2018DevelopmentalScreening",Default,"measure.CCO2018DevelopmentalScreening"
"HEDISHP2018OlderAdultsFuncStatus",Default,"measure.HEDISHP2018OlderAdultsFuncStatus"
"HedisChildhoodImmunizationStatusC10NoInteraction",Default,"measure.HedisChildhoodImmunizationStatusC10NoInteraction"
HEDISHPCMY2020MPTANY,Default,"measure.HEDISHPCMY2020MPTANY"
HEDISPMNIMY2020W30B,Default,"measure.HEDISPMNIMY2020W30B"
HEDISHPMY2020CCS,Default,measure.HEDISHPMY2020CCS
"HEDISPMHP2020MMA75Percent12to18",Default,"measure.HEDISPMHP2020MMA75Percent12to18"
HEDISMY2021CHL,alp.cln,measure.HEDIS_MY2021_CHL
HEDISPMHPMY2020CHL,Default,"measure.HEDISPMHPMY2020CHL"
HEDISCERTMY2020AAP45to64,Default,"measure.HEDISCERTMY2020AAP45to64"
MariposaSDOHCap,Default,measure.MariposaSDOHCap
"HEDISHPC2020FUI7day18to64",Default,"measure.HEDISHPC2020FUI7day18to64"
HEDISMY2021CDC10,alp.cln.enc,measure.HEDIS_MY2021_CDC
"HEDISPMHP2020UtilizationPHQ9AssessmentPeriod3",Default,"measure.HEDISPMHP2020UtilizationPHQ9AssessmentPeriod3"
HEDISMY2020CHL,alp.clm.nec.age[16-20],measure.HEDIS_MY2020_CHL
HEDISMY2020IETBAL,alp.cln.nec,measure.HEDIS_MY2020_IET
"HEDISHPNE2018ChildPrimaryCare12to19",Default,"measure.HEDISHPNE2018ChildPrimaryCare12to19"
"HEDISHPC2018ADHDFollowUpInitiation",Default,"measure.HEDISHPC2018ADHDFollowUpInitiation"
HEDISMY2021TRCM,alp.cln,measure.HEDIS_MY2021_TRC
OHA2021AdolImmIMAMEN,alp.nec,measure.OHA_2021_AdolImm
HEDISCERTMY2020CDC1,Default,"measure.HEDISCERTMY2020CDC1"
"IPP2018MedManagementAsthmaDispensing",Default,"measure.IPP2018MedManagementAsthmaDispensing"
"AZMedicaidMedUtilizationAD6to12",Default,"measure.AZMedicaidMedUtilizationAD6to12"
HEDISMY2021AMR,alp.cln.age[5-11],measure.HEDIS_MY2021_AMR
"HEDISHPCNE2020TelehealthAdjADHDFollowUpContinuatio",Default,"measure.HEDISHPCNE2020TelehealthAdjADHDFollowUpContinuatio"
"HEDISPMNIMY2020AAB65plusInverse",Default,"measure.HEDISPMNIMY2020AAB65plusInverse"
HEDISMY2020DMS2,alp.clm.nec,"measure.HEDIS_MY2020_DMSE"
"HEDISHP2020AdolescentImmC2",Default,"measure.HEDISHP2020AdolescentImmC2"
HEDISMY2021FUI30,alp.clm,measure.HEDIS_MY2021_FUI
"HEDISPMHP2020WCCNutrition",Default,"measure.HEDISPMHP2020WCCNutrition"
"HedisChildhoodImmunizationStatusC2NoInteraction",Default,"measure.HedisChildhoodImmunizationStatusC2NoInteraction"
HEDISPMNIMY2020SPDB,Default,"measure.HEDISPMNIMY2020SPDB"
HEDISMY2020TRCEA,alp.cln,measure.HEDIS_MY2020_TRC
HEDISMY2021CISHEPA,alp.nec,measure.HEDIS_MY2021_CIS
HEDISMY2021APP,alp.clm,measure.HEDIS_MY2021_APP
HEDISHPCMY2020IPUS,Default,"measure.HEDISHPCMY2020IPUS"
HEDISMY2021PRSINFL,alp,"measure.HEDIS_MY2021_PRSE"
"Hedis2016FrequencyOfPrenatalCare81",Default,"measure.Hedis2016FrequencyOfPrenatalCare81"
"HEDISPMNI2020TeleHealthAdjCDCEyeExam",Default,"measure.HEDISPMNI2020TeleHealthAdjCDCEyeExam"
HEDISMY2020URIA,alp.age[0-17],measure.HEDIS_MY2020_URI
HEDISPMMY2020WCV7to11,Default,"measure.HEDISPMMY2020WCV7to11"
HEDISMY2021CISINFL,alp.cln,measure.HEDIS_MY2021_CIS
"HEDISHP2020AODEngagementOpioid",Default,"measure.HEDISHP2020AODEngagementOpioid"
HEDISHPMY2020DMS3,Default,"measure.HEDISHPMY2020DMS3"
OHA2021AdolImmIMACMB2,Default,measure.OHA_2021_AdolImm
"HEDISHPCNEMY2020IETAAL18plus",Default,"measure.HEDISHPCNEMY2020IETAAL18plus"
"HEDISHPCNE2020MMA50Percent5to11",Default,"measure.HEDISHPCNE2020MMA50Percent5to11"
"2021OHAPreventiveDentalOralTotal",alp.nec,"measure.OHA_2021_PREVENTIVEDENTAL"
"P4P2016AdolescentPrevServices",Default,"measure.P4P2016AdolescentPrevServices"
"HEDISHPNE2018WellChild15Months5Visits",Default,"measure.HEDISHPNE2018WellChild15Months5Visits"
HEDISMY2021HFS,ine,measure.HEDIS_MY2021_HFS
HEDISMY2021CISROTA,alp.cln,measure.HEDIS_MY2021_CIS
HEDISCERTMY2020IETBOP,Default,"measure.HEDISCERTMY2020IETBOP"
HEDISMY2020IETBAL,alp.cln.enc.age[13-64],measure.HEDIS_MY2020_IET
"HEDISHPNE2019AODEngagementOpioid",Default,"measure.HEDISHPNE2019AODEngagementOpioid"
HEDISMY2020ABXceph2,alp.cln.enc,measure.HEDIS_MY2020_ABX
HEDISMY2021PRSINFLA,alp.clm.nec,"measure.HEDIS_MY2021_PRSE"
HEDISMY2021DMS2,alp,"measure.HEDIS_MY2021_DMSE"
OHA2021ChildImmC2CISDTP,Default,"measure.OHA_2021_ChildhoodImmC2"
"HEDISHPCNEMY2020IETAT18plus",Default,"measure.HEDISHPCNEMY2020IETAT18plus"
"HEDISHPCNE2020ChildPrimaryCare1to6",Default,"measure.HEDISHPCNE2020ChildPrimaryCare1to6"
HEDISHPNEMY2020IMAMEN,Default,"measure.HEDISHPNEMY2020IMAMEN"
HEDISCERTMY2020DSFB,Default,"measure.HEDISCERTMY2020DSFB"
"HEDISHPNEMY2020HDOInverse",Default,"measure.HEDISHPNEMY2020HDOInverse"
HEDISMY2020IMAMEN,alp.cln.nec,measure.HEDIS_MY2020_IMA
HEDISMY2021ASFA,alp.clm,"measure.HEDIS_MY2021_ASFE"
HEDISHPNE2020APP1to11,Default,"measure.HEDISHPNE2020APP1to11"
HEDISMY2021IETAT,alp.clm.age[18-200],measure.HEDIS_MY2021_IET
HEDISCERTMY2020ADD2,Default,"measure.HEDISCERTMY2020ADD2"
HEDISMY2021PRSCMBB,alp.clm,"measure.HEDIS_MY2021_PRSE"
HEDISPMNIMY2020PPC1,Default,"measure.HEDISPMNIMY2020PPC1"
"HEDISHP2020APMBloodGlucoseAndCholesterol1to17",Default,"measure.HEDISHP2020APMBloodGlucoseAndCholesterol1to17"
HEDISMY2021IETBOP,alp.nec.age[13-64],measure.HEDIS_MY2021_IET
"HEDISHPCNE2020TeleHealthAdjCDCA1cControlLessThan7",Default,"measure.HEDISHPCNE2020TeleHealthAdjCDCA1cControlLessThan7"
"HEDISHP2018CervicalCancerScreen",Default,"measure.HEDISHP2018CervicalCancerScreen"
HEDISMY2021PND1A,alp.cln.enc,"measure.HEDIS_MY2021_PNDE"
HEDISMY2021ADD2,alp.cln,measure.HEDIS_MY2021_ADD
"CMS165v8ControllingHighBPClinicalCustom",Default,"measure.CMS165v8ControllingHighBPClinicalCustom"
HEDISPM2020CHL16to20,Default,"measure.HEDISPM2020CHL16to20"
HEDISMY2021IETAT,alp.age[13-64],measure.HEDIS_MY2021_IET
HEDISMY2021IADIOPOT,alp.clm,measure.HEDIS_MY2021_IAD
HEDISMY2021CBP,alp.cln.nec.age[18-64],measure.HEDIS_MY2021_CBP
HEDISMY2021CISROTA,alp,measure.HEDIS_MY2021_CIS
HEDISPMHPMY2020CDC1,Default,"measure.HEDISPMHPMY2020CDC1"
"Hedis2017FrequencyOfPrenatalCare21to40",Default,"measure.Hedis2017FrequencyOfPrenatalCare21to40"
"CMS147v10InfluenzaImmunizationDynamicDateRangePeds",Default,"measure.CMS147v10InfluenzaImmunizationDynamicDateRangePeds"
HEDISMY2021IADOUTOT,ine,measure.HEDIS_MY2021_IAD
HEDISMY2020OSW,Default,measure.HEDIS_MY2020_OSW
HEDISMY2020FSPCHC,alp.nec,measure.HEDIS_MY2020_FSP
"HEDISPM2020DSFScreening12to17",Default,"measure.HEDISPM2020DSFScreening12to17"
HEDISMY2020HDO,alp.cln.nec,measure.HEDIS_MY2020_HDO
HEDISMY2020IETAOP,alp.nec.age[13-17],measure.HEDIS_MY2020_IET
HEDISMY2020DRRA,alp.clm,measure.HEDIS_MY2020_DRR
"HEDISHPNE2018CDCA1cTesting",Default,"measure.HEDISHPNE2018CDCA1cTesting"
HEDISMY2021AAB,inv.age[18-64],measure.HEDIS_MY2021_AAB
OHA2021DISPEDUTIL,alp.clm.nec,"measure.OHA_2021_DISPARITYEDUTIL"
"IPPOsteoporosisManagement",Default,"measure.IPPOsteoporosisManagement"
HEDISMY2021CDC10,alp.clm.inv.nec,measure.HEDIS_MY2021_CDC
HEDISMY2021W30A,alp.cln.enc,measure.HEDIS_MY2021_W30
"HEDISHPCNE2019MedManageAsthma75Percent5to11",Default,"measure.HEDISHPCNE2019MedManageAsthma75Percent5to11"
"HEDISHPNE2020AAPCommercial65Plus",Default,"measure.HEDISHPNE2020AAPCommercial65Plus"
HEDISMY2021ABXamino,alp.cln,"measure.HEDIS_MY2021_ABXamino"
HEDISCERTMY2020COL,Default,"measure.HEDISCERTMY2020COL"
"HEDIS2017MentalIllnessEDFollowUp30",Default,"measure.HEDIS2017MentalIllnessEDFollowUp30"
HEDISHPCMY2020DMS,Default,"measure.HEDISHPCMY2020DMS"
HEDISMY2021IETBAL,alp.clm,measure.HEDIS_MY2021_IET
HEDISMY2020URIA,age[0-17],measure.HEDIS_MY2020_URI
"HEDISHP2020TelehealthAdjSMD",Default,"measure.HEDISHP2020TelehealthAdjSMD"
HEDISMY2021IETAAL,alp.cln.age[13-64],measure.HEDIS_MY2021_IET
OHA2021AdolImmIMAMEN,alp.cln,measure.OHA_2021_AdolImm
HEDISMY2021CDC7,alp.nec,measure.HEDIS_MY2021_CDC
HEDISPMHPMY2020PDS2,Default,"measure.HEDISPMHPMY2020PDS2"
HEDISMY2020IADTELOT,alp.cln,measure.HEDIS_MY2020_IAD
HEDISMY2021CISVZV,alp.cln.enc,measure.HEDIS_MY2021_CIS
HEDISMY2021PRSCMB,ine,"measure.HEDIS_MY2021_PRSE"
HEDISMY2020FUA7,alp.nec.age[13-17],measure.HEDIS_MY2020_FUA
"HEDISHPCNE2020AntibioticAvoidBronchitis65andUp",Default,"measure.HEDISHPCNE2020AntibioticAvoidBronchitis65andUp"
HEDISMY2021CISMMR,alp.clm.nec,measure.HEDIS_MY2021_CIS
HEDISMY2020AISINFL,ine.age[65-200],measure.HEDIS_MY2020_AIS
"HEDISHP2020TeleHealthAdjCDCNephropathy",Default,"measure.HEDISHP2020TeleHealthAdjCDCNephropathy"
"HEDISHPNE2020DSFFollowUp12to17",Default,"measure.HEDISHPNE2020DSFFollowUp12to17"
HEDISMY2021WCCB,age[3-11],measure.HEDIS_MY2021_WCC
HEDISMY2020IADANYOT,alp.cln.nec,measure.HEDIS_MY2020_IAD
AMPMY2020CISPNEU,alp.clm,measure.AMPMY2020CISPNEU
HEDISMY2021SMD,alp.cln.nec,measure.HEDIS_MY2021_SMD
HEDISMY2020LBP,alp,measure.HEDIS_MY2020_LBP
HEDISMY2020URIA,alp.age[18-64],measure.HEDIS_MY2020_URI
"HEDISHPC2018ColorectalCancerScreening",Default,"measure.HEDISHPC2018ColorectalCancerScreening"
HEDISHPC2020FUH30Day,Default,"measure.HEDISHPC2020FUH30Day"
"HEDIS2017HypertensionBPControlNoInteraction",Default,"measure.HEDIS2017HypertensionBPControlNoInteraction"
HEDISMY2020COA2,alp.cln.enc,measure.HEDIS_MY2020_COA
"HEDISPMNI2018LeadScreening",Default,"measure.HEDISPMNI2018LeadScreening"
HEDISPMMY2020AMM3,Default,"measure.HEDISPMMY2020AMM3"
HEDISMY2021DRRC,Default,"measure.HEDIS_MY2021_DRRE"
"HEDISHP2020DiabetesStatinAdherence",Default,"measure.HEDISHP2020DiabetesStatinAdherence"
"HEDISPMHP2019MedMonitorDiuretics",Default,"measure.HEDISPMHP2019MedMonitorDiuretics"
HEDISMY2020IADANYOT,alp.nec,measure.HEDIS_MY2020_IAD
HEDISMY2021AMR,alp.cln.nec,measure.HEDIS_MY2021_AMR
HEDISMY2020CISCMB2,Default,measure.HEDIS_MY2020_CIS
CMSCORE2021OUD3,alp.clm,"measure.CMS_CORE_2021_OUD"
HEDISMY2021AMBER,alp,measure.HEDIS_MY2021_AMB
"UDS2019CervicalCancerScreenClinical",Default,"measure.UDS2019CervicalCancerScreenClinical"
"HEDISHPNE2018DiabetesStatinReceived",Default,"measure.HEDISHPNE2018DiabetesStatinReceived"
HEDISMY2021IADANYT,ine,measure.HEDIS_MY2021_IAD
"HEDISHP2018MedManageAsthma50Percent5to11",Default,"measure.HEDISHP2018MedManageAsthma50Percent5to11"
"HEDISPM2020TelehealthAdjAPP",Default,"measure.HEDISPM2020TelehealthAdjAPP"
"HEDISPMNI2020DRRRemission45to64",Default,"measure.HEDISPMNI2020DRRRemission45to64"
HEDISMY2020HFS,alp.cln,measure.HEDIS_MY2020_HFS
HEDISMY2021IADEDOP,alp,measure.HEDIS_MY2021_IAD
HEDISMY2021WCV,alp.cln.enc.age[3-6],measure.HEDIS_MY2021_WCV
"HEDISHPNE2020MentalIllnessEdFollowUp7",Default,"measure.HEDISHPNE2020MentalIllnessEdFollowUp7"
HEDISMY2020IADOUTT,alp.clm,measure.HEDIS_MY2020_IAD
HEDISPM2020FUM30Day6to17,Default,"measure.HEDISPM2020FUM30Day6to17"
HEDISMY2020ABXmisc,alp.cln.nec,measure.HEDIS_MY2020_ABX
HEDISHPNE2020AWC,Default,measure.HEDISHPNE2020AWC
"NQF0024ChildhoodWeightAges1217ClinicalSiteSpecific",Default,"measure.NQF0024ChildhoodWeightAges1217ClinicalSiteSpecific"
HEDISMY2021FUM7,alp.nec.age[65-200],measure.HEDIS_MY2021_FUM
MHPenetration20206to17,Default,"measure.MHPenetration20206to17"
IPP2018DiabetesA1c9,Default,"measure.IPP2018DiabetesA1c9"
"HEDIS2017AllCauseReadmissionClaims",Default,"measure.HEDIS2017AllCauseReadmissionClaims"
"CCO2018PhysicalActivityAges317Clinical",Default,"measure.CCO2018PhysicalActivityAges317Clinical"
"CCOContraceptiveUseTotalClaims",Default,"measure.CCOContraceptiveUseTotalClaims"
"HEDISHPC2019ChildPrimaryCare7to19",Default,"measure.HEDISHPC2019ChildPrimaryCare7to19"
HEDISMY2021CDC2,age[18-64],measure.HEDIS_MY2021_CDC
HEDISHPCNE2020ART,Default,"measure.HEDISHPCNE2020ART"
HEDISMY2021FUM7,alp,measure.HEDIS_MY2021_FUM
HEDISPMHPMY2020APM3,Default,"measure.HEDISPMHPMY2020APM3"
HEDISMY2021AHUM,alp.cln.nec,measure.HEDIS_MY2021_AHU
HEDISCERTMY2020AISINFL,Default,"measure.HEDISCERTMY2020AISINFL"
"HEDISHPC2020DepressionPositiveFollowUpAllAges",Default,"measure.HEDISHPC2020DepressionPositiveFollowUpAllAges"
HEDISCERTMY2020WCV7to11,Default,"measure.HEDISCERTMY2020WCV7to11"
HEDISMY2021PPC2,alp.cln.enc.age[0-64],measure.HEDIS_MY2021_PPC
"HEDISPM2018AdultBMIAssessment",Default,"measure.HEDISPM2018AdultBMIAssessment"
"HEDISHPNE2020ASFScreening",Default,"measure.HEDISHPNE2020ASFScreening"
HEDISMY2020DRRB,age[12-64],measure.HEDIS_MY2020_DRR
"HEDISPMHP2018CopdCorticosteroids",Default,"measure.HEDISPMHP2018CopdCorticosteroids"
HEDISMY2021CDC1,alp.inv.nec,measure.HEDIS_MY2021_CDC
HEDISHPMY2020CDC7,Default,"measure.HEDISHPMY2020CDC7"
"HEDISPM2019AODInitiationOpioid",Default,"measure.HEDISPM2019AODInitiationOpioid"
"HEDISPMNI2018CardioMonitoringforSchizo",Default,"measure.HEDISPMNI2018CardioMonitoringforSchizo"
"CMS74v10CariesPrevention13to20",Default,"measure.CMS74v10CariesPrevention13to20"
HEDISPM2020CBP,Default,measure.HEDISPM2020CBP
"HEDISHPCNE2019AntidepressantMedManagementAcute",Default,"measure.HEDISHPCNE2019AntidepressantMedManagementAcute"
HEDISMY2021CBP,alp.cln.enc,measure.HEDIS_MY2021_CBP
HEDISMY2021IETAT,age[13-64],measure.HEDIS_MY2021_IET
"CMS155v9ChildWeightAssessBMIClinical",Default,"measure.CMS155v9ChildWeightAssessBMIClinical"
"HEDISHPCNE2019CDCNephropathy",Default,"measure.HEDISHPCNE2019CDCNephropathy"
"HEDISPM2019AntibioticAvoidBronchitis",Default,"measure.HEDISPM2019AntibioticAvoidBronchitis"
HEDISMY2020PND2B,alp,measure.HEDIS_MY2020_PND
HEDISHP2020ADV15to18,Default,"measure.HEDISHP2020ADV15to18"
HEDISMY2021HDO,ine,measure.HEDIS_MY2021_HDO
HEDISMY2020PND1,alp.cln.enc,measure.HEDIS_MY2020_PND
HEDISMY2020IMACMB2,alp.cln.nec,measure.HEDIS_MY2020_IMA
HEDISPMHPMY2020AISINFL,Default,"measure.HEDISPMHPMY2020AISINFL"
HEDISMY2020W30B,alp.cln.nec,measure.HEDIS_MY2020_W30
HEDISMY2020CRE2,age[18-64],measure.HEDIS_MY2020_CRE
"HEDISHPCMY2020IETBAL13to17",Default,"measure.HEDISHPCMY2020IETBAL13to17"
HEDISHPCNEMY2020CBP,Default,"measure.HEDISHPCNEMY2020CBP"
HEDISHPCMY2020COA4,Default,"measure.HEDISHPCMY2020COA4"
HEDISMY2021FUM7,alp.clm.age[6-64],measure.HEDIS_MY2021_FUM
HEDISMY2020CISCMB10,alp.cln.nec,measure.HEDIS_MY2020_CIS
